"@timestamp","event.action","process.executable","process.args",message,"kubernetes.namespace","kubernetes.labels.version","kubernetes.labels.app","event.type","event.dataset","event.category","process.name"
"2023-05-31 09:15:54","process_stopped","/usr/bin/runc","runc, --root, /var/run/docker/runtime-runc/moby, --log, /var/run/desktop-containerd/daemon/io.containerd.runtime.v2.task/moby/21a8a50b0596e8fab1f9558569570184fc291b2131fb755fc004978ce51159e9/log.json, --log-format, json, create, --bundle, /var/run/desktop-containerd/daemon/io.containerd.runtime.v2.task/moby/21a8a50b0596e8fab1f9558569570184fc291b2131fb755fc004978ce51159e9, --pid-file, /var/run/desktop-containerd/daemon/io.containerd.runtime.v2.task/moby/21a8a50b0596e8fab1f9558569570184fc291b2131fb755fc004978ce51159e9/init.pid, 21a8a50b0596e8fab1f9558569570184fc291b2131fb755fc004978ce51159e9","Process runc (PID: 52586) by user root STOPPED",default,v1,ratings,end,process,process,runc
"2023-05-31 09:15:54","process_stopped","/usr/bin/containerd-shim-runc-v2","/usr/bin/containerd-shim-runc-v2, -namespace, moby, -id, f9fc021087efafd9e3e27384e2ef37177ae1b6fa028321b9e83fd441ab7d9f9d, -address, /var/run/desktop-containerd/containerd.sock","Process containerd-shim (PID: 36860) by user root STOPPED",default,v1,ratings,end,process,process,"containerd-shim"
"2023-05-31 09:15:54","process_stopped","/usr/bin/containerd-shim-runc-v2","/usr/bin/containerd-shim-runc-v2, -namespace, moby, -id, 6a7fa4b32b2a9b783cd4c526b37752d3f8449a51834ea931c5d3da868901304a, -address, /var/run/desktop-containerd/containerd.sock","Process containerd-shim (PID: 36788) by user root STOPPED",default,v1,ratings,end,process,process,"containerd-shim"
"2023-05-31 09:15:54","process_stopped","/","runc, init","Process runc:[2:INIT] (PID: 36409) by user root STOPPED",default,v1,ratings,end,process,process,"runc:[2:INIT]"
"2023-05-31 09:15:54","process_stopped","/usr/local/bin/node","node, /opt/microservices/ratings.js, 9080","Process node (PID: 36809) by user auditbeat STOPPED",default,v1,ratings,end,process,process,node
"2023-05-31 09:15:53","process_started","/usr/bin/containerd-shim-runc-v2","/usr/bin/containerd-shim-runc-v2, -namespace, moby, -id, 9137824573e6e174ca03c62b50754044ef329ea6278f4e4c4d4fcb73b3494ead, -address, /var/run/desktop-containerd/containerd.sock","Process containerd-shim (PID: 52280) by user root STARTED",default,v1,ratings,start,process,process,"containerd-shim"
"2023-05-31 09:15:53","process_started","/usr/local/bin/node","node, /opt/microservices/ratings.js, 9080","Process node (PID: 52334) by user auditbeat STARTED",default,v1,ratings,start,process,process,node
"2023-05-31 09:15:53","process_started","/usr/bin/runc","runc, --root, /var/run/docker/runtime-runc/moby, --log, /var/run/desktop-containerd/daemon/io.containerd.runtime.v2.task/moby/21a8a50b0596e8fab1f9558569570184fc291b2131fb755fc004978ce51159e9/log.json, --log-format, json, create, --bundle, /var/run/desktop-containerd/daemon/io.containerd.runtime.v2.task/moby/21a8a50b0596e8fab1f9558569570184fc291b2131fb755fc004978ce51159e9, --pid-file, /var/run/desktop-containerd/daemon/io.containerd.runtime.v2.task/moby/21a8a50b0596e8fab1f9558569570184fc291b2131fb755fc004978ce51159e9/init.pid, 21a8a50b0596e8fab1f9558569570184fc291b2131fb755fc004978ce51159e9","Process runc (PID: 52586) by user root STARTED",default,v1,ratings,start,process,process,runc
"2023-05-31 09:15:53","process_started","/usr/bin/containerd-shim-runc-v2","/usr/bin/containerd-shim-runc-v2, -namespace, moby, -id, 21a8a50b0596e8fab1f9558569570184fc291b2131fb755fc004978ce51159e9, -address, /var/run/desktop-containerd/containerd.sock","Process containerd-shim (PID: 52571) by user root STARTED",default,v1,ratings,start,process,process,"containerd-shim"
"2023-05-31 09:15:53","process_stopped","/usr/local/bin/envoy","/usr/local/bin/envoy, -c, etc/istio/proxy/envoy-rev.json, --drain-time-s, 45, --drain-strategy, immediate, --local-address-ip-version, v4, --file-flush-interval-msec, 1000, --disable-hot-restart, --allow-unknown-static-fields, --log-format, %Y-%m-%dT%T.%fZ	%l	envoy %n %g:%#	%v	thread=%t, -l, warning, --component-log-level, misc:error, --concurrency, 2","Process envoy (PID: 36969) STOPPED",default,v1,ratings,end,process,process,envoy
"2023-05-31 09:15:53","process_stopped","/usr/local/bin/pilot-agent","/usr/local/bin/pilot-agent, proxy, sidecar, --domain, default.svc.cluster.local, --proxyLogLevel=warning, --proxyComponentLogLevel=misc:error, --log_output_level=default:info, --concurrency, 2","Process pilot-agent (PID: 36895) STOPPED",default,v1,ratings,end,process,process,"pilot-agent"
"2023-05-31 09:15:50","process_stopped","/usr/bin/runc","runc, --root, /var/run/docker/runtime-runc/moby, --log, /var/run/desktop-containerd/daemon/io.containerd.runtime.v2.task/moby/6df2d570746690538cebc739553227010645a98b845dd75123662da6d0bb0728/log.json, --log-format, json, create, --bundle, /var/run/desktop-containerd/daemon/io.containerd.runtime.v2.task/moby/6df2d570746690538cebc739553227010645a98b845dd75123662da6d0bb0728, --pid-file, /var/run/desktop-containerd/daemon/io.containerd.runtime.v2.task/moby/6df2d570746690538cebc739553227010645a98b845dd75123662da6d0bb0728/init.pid, 6df2d570746690538cebc739553227010645a98b845dd75123662da6d0bb0728","Process runc (PID: 51100) by user root STOPPED",default,v1,ratings,end,process,process,runc
"2023-05-31 09:15:50","process_stopped","/usr/bin/dockerd","libnetwork-setkey, -exec-root=/var/run/docker, 6df2d570746690538cebc739553227010645a98b845dd75123662da6d0bb0728, cf0f69c56670","Process exe (PID: 51124) by user root STOPPED",default,v1,ratings,end,process,process,exe
"2023-05-31 09:15:49","process_started","/","runc, init","Process runc:[2:INIT] (PID: 51119) by user root STARTED",default,v1,ratings,start,process,process,"runc:[2:INIT]"
"2023-05-31 09:15:49","process_started","/usr/bin/runc","runc, --root, /var/run/docker/runtime-runc/moby, --log, /var/run/desktop-containerd/daemon/io.containerd.runtime.v2.task/moby/6df2d570746690538cebc739553227010645a98b845dd75123662da6d0bb0728/log.json, --log-format, json, create, --bundle, /var/run/desktop-containerd/daemon/io.containerd.runtime.v2.task/moby/6df2d570746690538cebc739553227010645a98b845dd75123662da6d0bb0728, --pid-file, /var/run/desktop-containerd/daemon/io.containerd.runtime.v2.task/moby/6df2d570746690538cebc739553227010645a98b845dd75123662da6d0bb0728/init.pid, 6df2d570746690538cebc739553227010645a98b845dd75123662da6d0bb0728","Process runc (PID: 51100) by user root STARTED",default,v1,ratings,start,process,process,runc
"2023-05-31 09:15:49","process_started","/usr/bin/containerd-shim-runc-v2","/usr/bin/containerd-shim-runc-v2, -namespace, moby, -id, 6df2d570746690538cebc739553227010645a98b845dd75123662da6d0bb0728, -address, /var/run/desktop-containerd/containerd.sock","Process containerd-shim (PID: 51089) by user root STARTED",default,v1,ratings,start,process,process,"containerd-shim"
"2023-05-31 09:15:49","process_started","/usr/bin/dockerd","libnetwork-setkey, -exec-root=/var/run/docker, 6df2d570746690538cebc739553227010645a98b845dd75123662da6d0bb0728, cf0f69c56670","Process exe (PID: 51124) by user root STARTED",default,v1,ratings,start,process,process,exe
"2023-05-31 09:14:27","process_started","/usr/bin/socat","/usr/bin/socat, -, TCP4:localhost:5601","Process socat (PID: 38795) by user root STARTED",default,v1,reviews,start,process,process,socat
"2023-05-31 09:14:22","process_stopped","/usr/bin/socat","/usr/bin/socat, -, TCP4:localhost:5601","Process socat (PID: 24211) by user root STOPPED",default,v1,ratings,end,process,process,socat
